sorting	itemID	organismID	materialSampleID	institutionCode	collectionCode	fullCatalogNumber	catalogNumber	rightsHolder	coremaBasisOfRecord	informationWithheld	recordedBy	sex	lifeStage	preparations	disposition	eventDate	country	stateProvince	county	locality	minimumElevationInMeters	decimalLatitude	decimalLongitude	identificationRemarks	identifiedBy	dateIdentified	typeStatus	scientificName	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	materialSampleType	concentration	concentrationUnit	associatedMedia
424	urn:uuid:56ec4a53-db5b-47fc-abaa-9dc810565bc4	urn:uuid:dbbf373d-77fa-5d37-a725-833f90c0c5a1	urn:uuid:56ec4a53-db5b-47fc-abaa-9dc810565bc4	NHMO	BI	NHMO-BI-66319/1-P	66319	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Baun	Female	Unknown	Study skin	Existing	1886	China			Puching					Baun	1886		Ceryle rudis (Linnaeus, 1758)	Coraciiformes	Alcedinidae	Ceryle	rudis		species	(Linnaeus, 1758)	Dry	Study skin		Anthonisen, Kristin				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13917797&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13917798&type=jpeg
425	urn:uuid:c367562b-5b35-4ed7-821b-a820e2f552b1	urn:uuid:db95745a-d398-5703-a08d-33c1646b79b5	urn:uuid:c367562b-5b35-4ed7-821b-a820e2f552b1	NHMO	BI	NHMO-BI-45003/1-S	45003	Natural History Museum, University of Oslo, Norway	MaterialSample		Rodrigues, Pedro	Male	Adult	Sperm sample	Existing	13.06.2011	Portugal	Autonomous Region of Azores	São Miguel	Tronqueira (SMI_001)		37.769722	-25.197222		Rodrigues, Pedro	13.06.2011		Pyrrhula murina Godman, 1866	Passeriformes	Fringillidae	Pyrrhula	murina		species	Godman, 1866	Formalin, w/PBS	Sperm sample						Tissue			
426	urn:uuid:90630b12-1f0a-4823-a53f-e2e24fcbccaa	urn:uuid:dbebfab9-b098-57b3-a4e0-5ce263db0ad1	urn:uuid:90630b12-1f0a-4823-a53f-e2e24fcbccaa	NHMO	BI	NHMO-BI-27872/1-B | NHMO-BI-27872/2-D | NHMO-BI-27872/3-S	27872	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	04.05.2011	Portugal	Madeira		Santo da Serra		32.725611	-16.812778		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	04.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96% |  | Formalin, w/PBS	Blood | gDNA | Sperm sample	 | Omega EZNA kit, plate	 | Johannessen, Lars Erik	 | 2011-06-21		BONMA285-11	Tissue | DNA			
427	urn:uuid:07d43146-f067-48d8-ac6f-87c73b3e9267	urn:uuid:dd2a758e-aa0c-5f7d-b134-6a668bb203b1	urn:uuid:07d43146-f067-48d8-ac6f-87c73b3e9267	NHMO	BI	NHMO-BI-88219/1-S	88219	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	05.06.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	05.06.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	05.06.2016			Tissue			
428	urn:uuid:0121e7ad-da80-400a-8302-57a68fe2fba2	urn:uuid:ddf9b687-1de5-5669-b691-2b85bb843815	urn:uuid:0121e7ad-da80-400a-8302-57a68fe2fba2	NHMO	BI	NHMO-BI-53395/1-P	53395	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location	Petlund, G.	Female	Adult	Mounted	Existing	07.07.1949	Norway								Petlund, G.	07.07.1949		Haliaeetus leucoryphus (Pallas, 1771)	Accipitriformes	Accipitridae	Haliaeetus	leucoryphus		species	(Pallas, 1771)	Dry	Mounted		Lifjeld, Jan T.				Specimen			
429	urn:uuid:3c542bce-e749-43b1-8606-3380edff97f1	urn:uuid:de21bcd7-8c58-5e58-ae96-ea04f07536b9	urn:uuid:3c542bce-e749-43b1-8606-3380edff97f1	NHMO	BI	NHMO-BI-88212/1-S	88212	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	01.06.2016	Italy	Apulia	Tremiti	San Domino		42.11475	15.490722		Rowe, Melissah	01.06.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	01.06.2016			Tissue			
430	urn:uuid:4145474c-2af6-4410-87b4-bc2577aaf793	urn:uuid:de2760a7-9be7-50df-8f2a-dcb526f96101	urn:uuid:4145474c-2af6-4410-87b4-bc2577aaf793	NHMO	BI	NHMO-BI-88211/1-S	88211	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	31.05.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	31.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	31.05.2016			Tissue			
431	urn:uuid:50df9552-2c51-427b-aef8-958ca5cdb755	urn:uuid:defe5794-f90b-5731-aca3-e16598e75848	urn:uuid:50df9552-2c51-427b-aef8-958ca5cdb755	NHMO	BI	NHMO-BI-108936/1-B	108936	Natural History Museum, University of Oslo, Norway	MaterialSample		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	Male	Adult	Blood	Existing	11.10.2022	New Zealand	Canterbury	Kaikoura	Mt. Fyffe forest near School House Road		-42.376504	173.613561		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	11.10.2022		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)		MaterialSample									
432	urn:uuid:41ac3a83-3673-44cd-b119-6e9f52b86edc	urn:uuid:df0cefca-f964-5530-8cc3-6a3364540c06	urn:uuid:41ac3a83-3673-44cd-b119-6e9f52b86edc	NHMO	BI	NHMO-BI-18217/1-B | NHMO-BI-18217/2-S	18217	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	24.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Lagunetas		28.416667	-16.416667		Lifjeld, Jan T.	24.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% | Formalin	Blood | Sperm sample						Tissue			
433	urn:uuid:8517bf51-0a98-411d-a230-3d5bca18fbe5	urn:uuid:df21fb91-641b-5552-bf1c-0b08cee33016	urn:uuid:8517bf51-0a98-411d-a230-3d5bca18fbe5	NHMO	BI	NHMO-BI-74977/1-E	74977	Natural History Museum, University of Oslo, Norway	PreservedSpecimen	location	Landmark, Anthon collection			Blown eggshell	Existing	09.06.1904	Russian Federation									09.06.1904		Tetrax tetrax (Linnaeus, 1758)	Otidiformes	Otididae	Tetrax	tetrax		species	(Linnaeus, 1758)		Blown eggshell						Specimen			
